audio_file	sentence
caf_01591_00171112663	El meu germà passa les vacances amb uns amics a Altafulla
caf_03655_01309568764	Celestí Barallat i Falguera va ser un advocat i escriptor a qui la Renaixença catalana deu molt
caf_03944_01183442221	Els diumenges mengem pizza de Casa Tarradellas
caf_09901_00915903221	Què venen els de Frescavida
caf_05739_00505087918	Encara no tinc les fotos del viatge a Angola
caf_04247_00394042766	Ventdelplà va ser gravat a Breda
caf_05739_02048536727	A Sant Julià de Vilatorta encara es canten les tradicionals caramelles
caf_05147_01766881705	Aquell senyor de Formentera treballa com a fotògraf per a l’Ara
caf_01591_01743480019	Un dels pares del muntanyisme i excursionisme català va ser sense cap mena de dubte César August Torras
caf_08001_00692512214	Les ambulàncies del Sistema d'Emergències Mèdiques són de color groc
caf_02452_00098628952	Sylvester Stallone reparteix llenya a totes les pel·lícules on surt
caf_08001_00053897297	A l'aeroport internacional de Frankfurt vaig perdre el meu llibre de la Mercè Rodoreda
caf_06311_01942611616	Jordi Núñez Carretero és un jugador d'handbol ja retirat guanyador de dues medalles olímpiques
caf_06942_02084266928	Ibrahimovich va jugar al Barça però no s'entenia amb en Guardiola
caf_05739_01451884823	M'he obert un segon compte a Twitter per poder publicar trols quan vulgui
caf_03944_00515611963	El Roc Foradat es troba a Prats de Lluçanès
caf_08001_00500299334	Els rellotges d’Omega no solen durar gaire
caf_02452_00039887948	Macedònia canten cançons per a nens i nenes
caf_09204_00731034805	Finalment Venus Williams farà pública la seva homosexualitat
caf_02452_01345858426	Tot l'any passat se'l va passar escoltant la cançó de John Lennon
caf_06008_01054438241	El president de la Comunitat Valenciana va conduir un Ferrari en directe
caf_02452_00452476039	Anthony Hopkins sortia a la pel·lícula Dràcula
caf_09901_01635689090	En Xavier és un físic prominent
caf_09204_00314780812	La gent s'enamora de Scarlett Johansson a primera vista
caf_09901_01266645879	No oblidarà mai el creuer pels Fiords
caf_04247_00628728421	Gabriel Ferrater va ser considerat per alguns com el poeta català de més influència de la postguerra espanyola
caf_04247_01050879052	Oman és un país molt poc poblat
caf_05450_01144450856	Hi ha una visita preparada per anar a veure les vinyes de Comte de Caralt
caf_09901_00213755024	A Bell-lloc d'Urgell hi ha una zona de pícnic on s'està molt bé
caf_03655_00470785479	Els cotxes McLaren són ben coneguts el que em va sorprendre és la qualitat dels seus cotxets
caf_01591_00299951069	A les tres i dotze minuts exactament és quan es va sentir la gran explosió
caf_09204_01723036835	Westlife és una banda irlandesa d'adolescents
caf_06008_00056053420	Les impressores Epson no són cares el problema és el preu dels cartutxos de tinta
caf_03944_01978539091	El poeta Salvador Espriu hi veia clar quan dormia
caf_05147_01514832011	La situació política a Sèrbia és bastant complexa
caf_06311_01423945593	Jordi Hereu va ser alcalde de Barcelona després de Joan Clos
caf_07245_01884257262	Elle Fanning és la germana petita de la Dakota
caf_05450_00715306870	Visc a Cunit no és cap acudit
caf_09204_00706571136	Martina Hingis és una popular jugadora de tennis ja retirada
caf_05147_00359923268	Lluís Llach va omplir el Camp Nou l'any 1985
caf_06042_01478898523	Quant costen les impressores HP
caf_06042_01294275052	El cafè de Burundi és d'altíssima qualitat
caf_07803_00369684206	Crec que el primer telèfon mòbil de ma mare va ser un Motorola
caf_03944_01420248134	Una llevantada s'ha endut la platja de Cabrera de Mar
caf_06942_01675127348	La meva mare continua escoltant Phil Collins cada setmana
caf_07803_00705530356	Jordi Galí pertany a una família amb antecedents en el món de la pedagogia
caf_09901_00075733056	Si travesses el Maresme de ben segur que veuràs la platja de Premià de Mar
caf_02452_00865544739	Lana del Rey és la princesa deprimida dels hipsters
caf_09598_01934709225	A Etiòpia ja fa temps que no passen gana
caf_09796_00110656682	Les vacances a Palafrugell sempre em permeten relaxar-me
caf_06942_01342628077	Alicia Keys s'ha manifestat contraria a les imposicions de gènere
caf_03655_00591134955	Té valor que Jaume Cuadrat de ben jove guardés bestiar i escrivís versos en català i francès
caf_05147_00038012674	El passeig de Gràcia és el carrer més car de la ciutat
caf_05739_00727267768	La poesia de Carme Guasch té com a temes bastant recurrents la mort i la superació del dol
caf_09598_01553936892	El mercat ha afavorit l'estratègia d'Indulleida
caf_06042_00331549413	M'he comprat una dessuadora de la Universitat de Cambridge
caf_07803_01900545364	El meu cosí anava de colònies a Arbúcies
caf_05450_01373730858	Màrius Carol actualment és el director d'un dels diaris de Catalunya de referència
caf_09598_00887672390	Montserrat enfilem-nos al teulat i tastem si el vi de l'any ha sortit bo
caf_09204_00777911694	Malgrat ser una cantant famosa Sia no es deixa filmar la cara quan apareix en públic
caf_09204_01810583216	Michael Keaton va protagonitzar Birdman però no em va agradar gaire
caf_08001_00039960450	El castell de Montclús a Sant Esteve de Palautordera data del segle onze
caf_07245_00274182105	La cançó Si véns amb mi de Lluís Llach es va fer molt famosa
caf_02452_01959634557	Cristiano Ronaldo ha guanyat la Copa d'Europa amb el Madrid i amb la selecció portuguesa
caf_07803_00569324056	A Llorenç del Penedès hi ha un grup d'aficionats que fan castells cada nou d'agost
caf_06942_01762184124	Sir Alex Ferguson ha sigut un dels entrenadors britànics més reconeguts internacionalment
caf_08106_01938314293	A Caldes de Malavella hi embotellen aigua
caf_06311_00066699101	He llegit uns quants llibres de Terenci Moix però en canvi de la seva germana Anna Maria no he llegit res
caf_09204_00941944843	No sé el nom dels cantants d’Els Amics de les Arts
caf_09901_00480165784	El paquet va arribar just a tres quarts i cinc d'onze
caf_08106_01294291957	Passar el control d'immigració a l'aeroport de Nova York és un procés llarg i feixuc
caf_04247_00263585685	Uber és una de les revolucions dels darrers anys
caf_06008_00379011379	Maria Forcadell una gimnasta catalana d'alt nivell representa la selecció espanyola en les competicions atlètiques
caf_07245_02082997447	Tiger Woods ja no té el cap al golf
caf_08106_00959154382	Antoni Bulbena i Tussell que visqué entre els segles dinou i vint va traduir al català grans clàssics de la literatura universal
caf_09204_00724239682	Arkana és un grup anglès de música electrònica
caf_03944_02021093567	L'entrenador de futbol Pep Guardiola és de Santpedor
caf_05147_00114636848	No sé qui és però m'han dit que Angel Carmona és un bon locutor de la ràdio espanyola
caf_03655_01533403617	Quants milions de persones viuen a Sao Paulo
caf_01591_01516771760	El rap de Jordi Hurtado i la seva fórmula màgica contra l'envelliment són famosos
caf_06311_01021452451	Amazon ha creat un sistema de missatgeria ràpida
caf_06008_01604672078	Que es pot anar amb tren fins a Sant Vicenç de Castellet
caf_03655_00225978642	El bar Pinotxo és al Mercat de la Boqueria
caf_06042_01458814817	Si vas a les cascades del Niàgara porta un paraigua
caf_01591_00795575724	T'agraden les meves noves ulleres de sol Ray-ban
caf_06942_00504056934	Hugo Silva fa pel·lícules molt dolentes
caf_02452_01351364468	La roba que pots trobar al Bershka canvia molt depenent de la zona en què es trobi la botiga
caf_03944_01629102848	Buenaventura Durruti era un anarquista que va tenir un paper destacat al bàndol republicà de la Guerra Civil
caf_06942_00156091360	La sensibilitat i duresa de les seves interpretacions han convertit Pere Arquillué en el nou referent de masculinitat
caf_05450_01100094058	El caixer més a prop del Banc Sabadell és a cent metres
caf_05450_00577931683	Mariano Rajoy és el president en funcions d'Espanya
caf_06042_00061647509	Cada dia per esmorzar menjo pa amb tomàquet
caf_08106_00425795162	La sol·licitud d'ajuts de l’Escorxador Frigorífic d’Osona indica que pot haver-hi problemes
caf_08001_01064965481	Esporc produeix pinsos per a bestiar porcí
caf_05147_01845234637	El Dani Pedrosa és de Castellar de Vallès
caf_09901_01713521200	Em sembla que Brooks American Sandwich no existeix a Catalunya
caf_09901_00010854669	Al despatx d'Ester Koplowitz hi ha uns quadres impressionants
caf_08001_00683423024	Estic preparant un viatge a Andorra vols venir
caf_08106_00135502111	Van quedar a les tres a la plaça
caf_08001_01131883234	Poetessa catalana Anna Ballbona ha estat molt justament multipremiada
caf_05147_00916317269	Jordi González s'ha fet famós gràcies al fet de ser presentador a la televisió
caf_05739_00974784517	Volien visitar les illes Barbados però al final no va poder ser
caf_06311_01435531079	La presentació de l'equip de Ferrari ha fet tremolar l'audiència
caf_06008_01541983217	La seu central de Naturalia a Europa és a Suïssa
caf_09598_01710603004	A la una torna a casa
caf_09796_01475452629	Joan Miró fou un dels pintors surrealistes més importants del món
caf_09901_00845811294	El ventilador del professor un home calorós i suós escampava l'olor de Floïd per tota la classe
caf_03944_00083176288	Quan veig anuncis de Maria Lucas em poso malalt
caf_02452_00043464019	Estrella Ruiz viu a Nova York
caf_09598_02123328725	Per pujar a la Vall de Núria cal agafar un trenet de cremallera a Ribes de Freser
caf_06042_01835178516	Diuen que com el Vallès no hi ha res però l'Oriental o l'Occidental
caf_06042_01393592049	Per la Mare de Déu d'agost a les set ja és fosc
caf_08001_01083195083	Si visiteu Riad per no tenir problemes heu de tenir molt en compte els costums locals
caf_06008_00705134663	Aquells visitants de Suècia tenien la pell blanquíssima i anaven tots amb barret per protegir-se del sol
caf_09598_01866330147	Aljazair és el nom àrab d'Algèria encara que en amazic es diu de forma diferent
caf_09204_01040125619	Angelina Jolie es va casar amb Brad Pitt fa deu anys
caf_04247_01330771594	L'Agrupació Guinovart Obres i Serveis Hispània és una empresa catalana
caf_07245_00960457814	M'encanta Keira Key a Pirates del Carib
caf_06008_01253925967	Kansas està agermanat amb Sevilla
caf_04247_00735535906	Marc Márquez ha fet que m'aficioni a les curses de motos
caf_09204_01436591429	Zinedine Zidane és aficionat als cops de cap
caf_06042_00736769033	Les declaracions de premsa de Lluch Essence són sempre emocionants
caf_07245_01472169417	Nick Carter és un cantant americà que va formar part dels Backstreet Boys
caf_09901_01051366947	Quina pel·lícula ha fet últimament Gabino Diego
caf_08106_01723587400	David Cirici i Alomar és un escriptor català força premiat que va col·laborar amb la Trinca
caf_08001_00205453294	Pistes Esport és una empresa que patrocina clubs esportius
caf_09598_00826012043	L'escola de Santa Margarida de Montbui té només vint-i-set alumnes
caf_05739_00387081770	La Verge de Núria és una de les marededéu trobades
caf_01591_01270467611	Silvalac dóna feina a molta gent de la comarca
caf_09901_01717483413	El tribunal internacional de La Haia té molta responsabilitat
caf_06942_02079977606	One Direction és una de les bandes de pop més famoses
caf_08001_00891745776	Istanbul no és un destí gaire estable últimament
caf_05739_00359494225	Sant Sadurní d'Anoia és la capital mundial del cava
caf_05739_00000046420	Aquest edifici va ser dissenyat per Antoni Gaudí
caf_08106_02092190355	El noi de Torelló era molt però que molt bufó
caf_09901_02106019679	L'ós Yogi representa que viu al Parc Nacional de Yellowstone
caf_08106_01593277184	A la meva taula de lectura tinc un llibre d'Àngel Brunet pendent de llegir
caf_09598_02128081544	Alfred Bosch i Pascual fou candidat a l'alcaldia de Barcelona el 2015
caf_05450_01076650169	Les meves màquines Volpak per a la línia d'empaquetat del nou producte no fallen mai
caf_08106_00716359829	Santiago Segura fa pel·lícules de riure
caf_05147_00340142189	Al meu fill li encanten les tres bessones
caf_08001_00161912867	El meu pare va néixer a Tremp
caf_05739_01857288673	Pots fer servir Pagaments en Línia amb la teva targeta de crèdit
caf_02452_00092249156	Vols venir demà amb mi al concert de Lady Gaga
caf_06311_01566397651	El museu de Salvador Dalí és a Figueres
caf_01591_00430104075	L'Hotel Quatre Estacions té una piscina interior
caf_03944_01743052918	Vaig a ballar sardanes dues vegades a la setmana
caf_07245_01775876292	Aurora Palau va néixer el 1980
caf_05450_01084855165	Tuixent La Vansa és una estació d'esquí
caf_09598_01632849950	Vaig acabar el divuitè a la marató de Zuric
caf_07803_01967148262	A batxillerat vaig tenir una professora de castellà que es donava molta importància perquè vivia
caf_08106_00084511137	He llegit al diari que Marítima del Mediterrani vol estendre el negoci cap a l'interior
caf_05147_00852505977	M'agrada molt el gelat de la granja Sirvent
caf_08001_01241969154	José Corbacho a vegades es fa molt pesat
caf_05450_01481522320	Wells és una petita ciutat del Regne Unit
caf_09598_00495324640	Portland és la ciutat més important d'Oregon
caf_08106_01346687312	Quan sona Enrique Iglesias em poso a ballar sense adonar-me'n
caf_06042_00855755946	El Pere té deu anys
caf_03655_00807636022	Si a l’Escorxador Frigorífic d’Osona hi maten bestiar no m'hi trobareu pas perquè no m'agraden els escorxadors
caf_09598_02104721179	El meu oncle va néixer a La Seu d'Urgell
caf_09901_00585711233	Pere Macias és un polític olotí que ha aprofitat que Ada Colau l'ha anat a buscar
caf_09204_00685144892	Lluís Soler és el més gran dels tres germans catalans
caf_05450_00111400977	David Trueba té molt bones pel·lícules
caf_03944_01784741996	Oriol Pujol i Ferrusola va dimitir dels seus càrrecs polítics pel cas de les ITV
caf_03944_01614271245	Antioquia és una ciutat turca molt a prop de Síria amb una història antiquíssima
caf_03944_00774641617	El 1999 va ser el meu any preferit
